"rowid","date","stkpt","operation","workcentre","rm","rmissqty","pnum","rcno","prcno","partissued","qtyrejected","partreceived","inv","heat","lot","coil","rsn","username","ip","created"
"678438","2023-02-18","FG For Invoicing",,,,"0.0000","29371408","U12223-18879","DC-U1D22-2309706","1106","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:28:55"
"676983","2023-02-16","FG For Invoicing",,,,"0.0000","29371408","U12223-18712","DC-U1D22-2309874","0","0","1000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-16 15:42:31"
"676984","2023-02-16","FG For Invoicing",,,,"0.0000","29371408","U12223-18712","DC-U1D22-2309874","1000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-16 15:42:31"
"676991","2023-02-16","FG For Invoicing",,,,"0.0000","29371408","U12223-18715","DC-U1D22-2309874","0","0","500",,,,,,"Saravanan&bala","192.168.1.236","2023-02-16 15:44:18"
"676992","2023-02-16","FG For Invoicing",,,,"0.0000","29371408","U12223-18715","DC-U1D22-2309874","500","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-16 15:44:18"
"677158","2023-02-16","FG For Invoicing",,,,"0.0000","29371408-T",,"DC-U1D22-2309923","0","0","605",,,,,,"GURUMOORTHY","192.168.1.27","2023-02-16 16:56:38"
"677159","2023-02-16","FG For Invoicing",,,,"0.0000","29371408-T","AFDC-U1D22-2309923","DC-U1D22-2309923","605","0","0",,,,,,"GURUMOORTHY","192.168.1.27","2023-02-16 16:56:38"
"677162","2023-02-16","FG For Invoicing",,,,"0.0000","29371408-T",,"DC-U1D22-2309923","0","0","1269",,,,,,"GURUMOORTHY","192.168.1.27","2023-02-16 16:56:46"
"677163","2023-02-16","FG For Invoicing",,,,"0.0000","29371408-T","AFDC-U1D22-2309923","DC-U1D22-2309923","1269","0","0",,,,,,"GURUMOORTHY","192.168.1.27","2023-02-16 16:56:46"
"677165","2023-02-16","FG For Invoicing",,,,"0.0000","29371408",,"DC-U1D22-2309923","0","0","1323",,,,,,"GURUMOORTHY","192.168.1.27","2023-02-16 16:56:57"
"677166","2023-02-16","FG For Invoicing",,,,"0.0000","29371408","AFDC-U1D22-2309923","DC-U1D22-2309923","1323","0","0",,,,,,"GURUMOORTHY","192.168.1.27","2023-02-16 16:56:57"
"678160","2023-02-18","PAINTSHOP",,,,"0.0000","29371408",,"DC-U1D22-2309923","0","0","3197",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:17:49"
"678161","2023-02-18","PAINTSHOP",,,,"0.0000","29371408","N2023000135","DC-U1D22-2309923","3197","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:17:49"
"678387","2023-02-18","FG For Invoicing",,,,"0.0000","29371118","U12223-18866","DC-U1D22-2309809","0","0","340",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:16:17"
"678388","2023-02-18","FG For Invoicing",,,,"0.0000","29371118","U12223-18866","DC-U1D22-2309809","340","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:16:17"
"677975","2023-02-17","FG For Invoicing",,,,"0.0000","29371118","U12223-18833","DC-U1D22-2309875","0","0","1734",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 18:09:15"
"677976","2023-02-17","FG For Invoicing",,,,"0.0000","29371118","U12223-18833","DC-U1D22-2309875","1734","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 18:09:15"
"678363","2023-02-18","PAINTSHOP",,,,"0.0000","29371118",,"DC-U1D22-2309974","0","0","2507",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 16:11:10"
"678364","2023-02-18","PAINTSHOP",,,,"0.0000","29371118","N2023000171","DC-U1D22-2309974","2507","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 16:11:10"
"677026","2023-02-16","PAINTSHOP",,,,"0.0000","29371073",,"DC-U1D22-2309692","0","0","558",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-20 13:01:45"
"677027","2023-02-16","PAINTSHOP",,,,"0.0000","29371073","N2023000133","DC-U1D22-2309692","558","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-20 13:01:45"
"678412","2023-02-18","FG For Invoicing",,,,"0.0000","29371073","U12223-18873","DC-U1D22-2309692","0","0","74",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:22:16"
"678413","2023-02-18","FG For Invoicing",,,,"0.0000","29371073","U12223-18873","DC-U1D22-2309692","74","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:22:16"
"678414","2023-02-18","FG For Invoicing",,,,"0.0000","29371073","U12223-18874","DC-U1D22-2309692","0","0","1500",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:22:59"
"678415","2023-02-18","FG For Invoicing",,,,"0.0000","29371073","U12223-18874","DC-U1D22-2309692","1500","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:22:59"
"676879","2023-02-16","PAINTSHOP",,,,"0.0000","29371073",,"DC-U1D22-2309889","0","0","1749",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-16 14:46:09"
"676880","2023-02-16","PAINTSHOP",,,,"0.0000","29371073","N2023000132","DC-U1D22-2309889","1749","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-16 14:46:09"
"678187","2023-02-18","PAINTSHOP",,,,"0.0000","29371073",,"DC-U1D22-2309916","0","0","4829",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:27:50"
"678188","2023-02-18","PAINTSHOP",,,,"0.0000","29371073","N2023000146","DC-U1D22-2309916","4829","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:27:50"
"678265","2023-02-18","PAINTSHOP",,,,"0.0000","29371073",,"DC-U1D22-2309956","0","0","1724",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:43:49"
"678266","2023-02-18","PAINTSHOP",,,,"0.0000","29371073","N2023000164","DC-U1D22-2309956","1724","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:43:49"
"678852","2023-02-20","PAINTSHOP",,,,"0.0000","29371073",,"DC-U1D22-2309990","0","0","2472",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-20 12:14:12"
"678853","2023-02-20","PAINTSHOP",,,,"0.0000","29371073","N2023000182","DC-U1D22-2309990","2472","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-20 12:14:12"
"678377","2023-02-18","FG For Invoicing",,,,"0.0000","29370989","U12223-18865","DC-U1D22-2309189","0","0","426",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 12:56:25"
"678378","2023-02-18","FG For Invoicing",,,,"0.0000","29370989","U12223-18865","DC-U1D22-2309189","426","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 12:56:25"
"678379","2023-02-18","FG For Invoicing",,,,"0.0000","29370989","U12223-18865","DC-U1D22-2309189","0","0","294",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:14:54"
"678380","2023-02-18","FG For Invoicing",,,,"0.0000","29370989","U12223-18865","DC-U1D22-2309189","294","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:14:54"
"677672","2023-02-17","FG For Invoicing",,,,"0.0000","29370722","U12223-18792","DC-U1D22-2309663","0","0","2000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 15:35:16"
"677673","2023-02-17","FG For Invoicing",,,,"0.0000","29370722","U12223-18792","DC-U1D22-2309663","2000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 15:35:16"
"677905","2023-02-17","FG For Invoicing",,,,"0.0000","29370722","U12223-18818","DC-U1D22-2309663","0","0","2800",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 17:04:36"
"677906","2023-02-17","FG For Invoicing",,,,"0.0000","29370722","U12223-18818","DC-U1D22-2309663","2800","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 17:04:36"
"678399","2023-02-18","FG For Invoicing",,,,"0.0000","29370722","U12223-18870","DC-U1D22-2309663","0","0","5600",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:18:46"
"678400","2023-02-18","FG For Invoicing",,,,"0.0000","29370722","U12223-18870","DC-U1D22-2309663","5600","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:18:46"
"678531","2023-02-18","FG For Invoicing",,,,"0.0000","29370722","U12223-18899","DC-U1D22-2309663","0","0","1000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:56:19"
"678532","2023-02-18","FG For Invoicing",,,,"0.0000","29370722","U12223-18899","DC-U1D22-2309663","1000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:56:19"
"677514","2023-02-17","FG For Invoicing",,,,"0.0000","29370722",,"DC-U1D22-2309942","0","0","6372",,,,,,"GURUMOORTHY","192.168.1.27","2023-02-17 12:16:16"
"677515","2023-02-17","FG For Invoicing",,,,"0.0000","29370722","AFDC-U1D22-2309942","DC-U1D22-2309942","6372","0","0",,,,,,"GURUMOORTHY","192.168.1.27","2023-02-17 12:16:16"
"678223","2023-02-18","PAINTSHOP",,,,"0.0000","29370722",,"DC-U1D22-2309942","0","0","6372",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:35:14"
"678224","2023-02-18","PAINTSHOP",,,,"0.0000","29370722","N2023000153","DC-U1D22-2309942","6372","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:35:14"
"678118","2023-02-18","FG For Invoicing",,,,"0.0000","29370722",,"DC-U1D22-2309972","0","0","6992",,,,,,"GURUMOORTHY","192.168.1.27","2023-02-18 11:08:05"
"678119","2023-02-18","FG For Invoicing",,,,"0.0000","29370722","AFDC-U1D22-2309972","DC-U1D22-2309972","6992","0","0",,,,,,"GURUMOORTHY","192.168.1.27","2023-02-18 11:08:06"
"678360","2023-02-18","PAINTSHOP",,,,"0.0000","29370722",,"DC-U1D22-2309972","0","0","6992",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 16:10:37"
"678361","2023-02-18","PAINTSHOP",,,,"0.0000","29370722","N2023000170","DC-U1D22-2309972","6992","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 16:10:37"
"678164","2023-02-18","PAINTSHOP",,,,"0.0000","29370400",,"DC-U1D22-2309925","0","0","2422",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:19:20"
"678165","2023-02-18","PAINTSHOP",,,,"0.0000","29370400","N2023000137","DC-U1D22-2309925","2422","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:19:20"
"678509","2023-02-18","FG For Invoicing",,,,"0.0000","29370400","U12223-18894","DC-U1D22-2309991","0","0","802",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:50:43"
"678510","2023-02-18","FG For Invoicing",,,,"0.0000","29370400","U12223-18894","DC-U1D22-2309991","802","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:50:43"
"678854","2023-02-20","PAINTSHOP",,,,"0.0000","29370400",,"DC-U1D22-2309991","0","0","1716",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-20 12:23:29"
"678855","2023-02-20","PAINTSHOP",,,,"0.0000","29370400","N2023000183","DC-U1D22-2309991","1716","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-20 12:23:29"
"678856","2023-02-17","FG For Invoicing",,,,"0.0000","29370400","U12223-18806","DC-U1D22-2309991","0","0","377",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 12:13:53"
"678861","2023-02-17","FG For Invoicing",,,,"0.0000","29370400","U12223-18806","DC-U1D22-2309991","377","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 12:13:59"
"677718","2023-02-17","FG For Invoicing",,,,"0.0000","29197579","U12223-18805","DC-U1D22-2309819","0","0","1000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 15:57:04"
"677719","2023-02-17","FG For Invoicing",,,,"0.0000","29197579","U12223-18805","DC-U1D22-2309819","1000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 15:57:04"
"678505","2023-02-18","FG For Invoicing",,,,"0.0000","29197579","U12223-18893","DC-U1D22-2309819","0","0","2000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:48:32"
"678506","2023-02-18","FG For Invoicing",,,,"0.0000","29197579","U12223-18893","DC-U1D22-2309819","2000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:48:32"
"678178","2023-02-18","PAINTSHOP",,,,"0.0000","29197579",,"DC-U1D22-2309931","0","0","16549",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:24:44"
"678179","2023-02-18","PAINTSHOP",,,,"0.0000","29197579","N2023000142","DC-U1D22-2309931","16549","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:24:44"
"676853","2023-02-16","PAINTSHOP",,,,"0.0000","29197154",,"DC-U1D22-2309906","0","0","310",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 07:57:53"
"676854","2023-02-16","PAINTSHOP",,,,"0.0000","29197154","N2023000128","DC-U1D22-2309906","310","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 07:57:53"
"677951","2023-02-17","FG For Invoicing",,,,"0.0000","29197154","U12223-18827","DC-U1D22-2309906","0","0","870",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 17:27:26"
"677952","2023-02-17","FG For Invoicing",,,,"0.0000","29197154","U12223-18827","DC-U1D22-2309906","870","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 17:27:26"
"678168","2023-02-18","PAINTSHOP",,,,"0.0000","29197154",,"DC-U1D22-2309927","0","0","1192",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:20:21"
"678169","2023-02-18","PAINTSHOP",,,,"0.0000","29197154","N2023000139","DC-U1D22-2309927","1192","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:20:21"
"677710","2023-02-17","FG For Invoicing",,,,"0.0000","29195704","U12223-18803","DC-U1D22-2309704","0","0","1000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 15:55:03"
"677711","2023-02-17","FG For Invoicing",,,,"0.0000","29195704","U12223-18803","DC-U1D22-2309704","1000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 15:55:03"
"678618","2023-02-18","FG For Invoicing",,,,"0.0000","29195704","U12223-18913","DC-U1D22-2309704","0","0","2000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 17:42:48"
"678619","2023-02-18","FG For Invoicing",,,,"0.0000","29195704","U12223-18913","DC-U1D22-2309704","2000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 17:42:48"
"678588","2023-02-18","FG For Invoicing",,,,"0.0000","29195298","U12223-18908","DC-U1D22-2309252","0","0","240",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 17:37:44"
"678589","2023-02-18","FG For Invoicing",,,,"0.0000","29195298","U12223-18908","DC-U1D22-2309252","240","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 17:37:44"
"678503","2023-02-18","FG For Invoicing",,,,"0.0000","29194394","U12223-18892","DC-U1D22-2308295","0","0","1152",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:43:11"
"678504","2023-02-18","FG For Invoicing",,,,"0.0000","29194394","U12223-18892","DC-U1D22-2308295","1152","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:43:11"
"677706","2023-02-17","FG For Invoicing",,,,"0.0000","29193862","U12223-18801","DC-U1D22-2309750","0","0","2000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 15:53:02"
"677707","2023-02-17","FG For Invoicing",,,,"0.0000","29193862","U12223-18801","DC-U1D22-2309750","2000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 15:53:02"
"678592","2023-02-18","FG For Invoicing",,,,"0.0000","29193862","U12223-18910","DC-U1D22-2309750","0","0","1000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 17:38:55"
"678593","2023-02-18","FG For Invoicing",,,,"0.0000","29193862","U12223-18910","DC-U1D22-2309750","1000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 17:38:55"
"677669","2023-02-17","FG For Invoicing",,,,"0.0000","29193862","U12223-18791","DC-U1D22-2309812","0","0","100",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 15:34:45"
"677670","2023-02-17","FG For Invoicing",,,,"0.0000","29193862","U12223-18791","DC-U1D22-2309812","100","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 15:34:45"
"678166","2023-02-18","PAINTSHOP",,,,"0.0000","29193862",,"DC-U1D22-2309926","0","0","3406",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:19:45"
"678167","2023-02-18","PAINTSHOP",,,,"0.0000","29193862","N2023000138","DC-U1D22-2309926","3406","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:19:45"
"678271","2023-02-18","PAINTSHOP",,,,"0.0000","29193862",,"DC-U1D22-2309959","0","0","3134",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:44:48"
"678272","2023-02-18","PAINTSHOP",,,,"0.0000","29193862","N2023000167","DC-U1D22-2309959","3134","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:44:48"
"677268","2023-02-16","FG For Invoicing",,,,"0.0000","29192719","U12223-18756","DC-U1D22-2309784","0","0","348",,,,,,"Saravanan&bala","192.168.1.144","2023-02-16 17:56:56"
"677269","2023-02-16","FG For Invoicing",,,,"0.0000","29192719","U12223-18756","DC-U1D22-2309784","348","0","0",,,,,,"Saravanan&bala","192.168.1.144","2023-02-16 17:56:56"
"677943","2023-02-17","FG For Invoicing",,,,"0.0000","29192719","U12223-18826","DC-U1D22-2309810","0","0","2432",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 17:26:30"
"677944","2023-02-17","FG For Invoicing",,,,"0.0000","29192719","U12223-18826","DC-U1D22-2309810","2432","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 17:26:30"
"677941","2023-02-17","FG For Invoicing",,,,"0.0000","29192718","U12223-18825","DC-U1D22-2309917","0","0","100",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 17:25:56"
"677942","2023-02-17","FG For Invoicing",,,,"0.0000","29192718","U12223-18825","DC-U1D22-2309917","100","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 17:25:56"
"678190","2023-02-18","PAINTSHOP",,,,"0.0000","29192718",,"DC-U1D22-2309917","0","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-20 05:36:38"
"678191","2023-02-18","PAINTSHOP",,,,"0.0000","29192718","N2023000147","DC-U1D22-2309917","0","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-20 05:36:38"
"678450","2023-02-18","FG For Invoicing",,,,"0.0000","29192718","U12223-18881","DC-U1D22-2309917","0","0","1143",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:31:31"
"678451","2023-02-18","FG For Invoicing",,,,"0.0000","29192718","U12223-18881","DC-U1D22-2309917","1143","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:31:31"
"678493","2023-02-18","FG For Invoicing",,,,"0.0000","29192718","U12223-18889","DC-U1D22-2309917","0","0","1250",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:40:51"
"678494","2023-02-18","FG For Invoicing",,,,"0.0000","29192718","U12223-18889","DC-U1D22-2309917","1250","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:40:51"
"677689","2023-02-17","FG For Invoicing",,,,"0.0000","29192710","U12223-18799","DC-U1D22-2309452","0","0","4000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 15:44:03"
"677690","2023-02-17","FG For Invoicing",,,,"0.0000","29192710","U12223-18799","DC-U1D22-2309452","4000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 15:44:03"
"678375","2023-02-18","PAINTSHOP",,,,"0.0000","29192710",,"DC-U1D22-2309452","0","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-20 02:04:27"
"678376","2023-02-18","PAINTSHOP",,,,"0.0000","29192710","N2023000175","DC-U1D22-2309452","0","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-20 02:04:27"
"678421","2023-02-18","FG For Invoicing",,,,"0.0000","29192710","U12223-18876","DC-U1D22-2309452","0","0","2000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:25:33"
"678422","2023-02-18","FG For Invoicing",,,,"0.0000","29192710","U12223-18876","DC-U1D22-2309452","2000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:25:33"
"678468","2023-02-18","FG For Invoicing",,,,"0.0000","29192710","U12223-18886","DC-U1D22-2309452","0","0","8000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:34:50"
"678469","2023-02-18","FG For Invoicing",,,,"0.0000","29192710","U12223-18886","DC-U1D22-2309452","8000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:34:50"
"678180","2023-02-18","PAINTSHOP",,,,"0.0000","29192710",,"DC-U1D22-2309911","0","0","8775",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:25:35"
"678181","2023-02-18","PAINTSHOP",,,,"0.0000","29192710","N2023000143","DC-U1D22-2309911","8775","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:25:35"
"677687","2023-02-17","FG For Invoicing",,,,"0.0000","29192689","U12223-18798","DC-U1D22-2309613","0","0","6000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 15:43:27"
"677688","2023-02-17","FG For Invoicing",,,,"0.0000","29192689","U12223-18798","DC-U1D22-2309613","6000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 15:43:27"
"678418","2023-02-18","FG For Invoicing",,,,"0.0000","29192689","U12223-18875","DC-U1D22-2309613","0","0","4000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:24:59"
"678419","2023-02-18","FG For Invoicing",,,,"0.0000","29192689","U12223-18875","DC-U1D22-2309613","4000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:24:59"
"678462","2023-02-18","FG For Invoicing",,,,"0.0000","29192689","U12223-18884","DC-U1D22-2309613","0","0","3000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:33:43"
"678463","2023-02-18","FG For Invoicing",,,,"0.0000","29192689","U12223-18884","DC-U1D22-2309613","3000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:33:43"
"678465","2023-02-18","FG For Invoicing",,,,"0.0000","29192689","U12223-18885","DC-U1D22-2309613","0","0","3000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:34:14"
"678466","2023-02-18","FG For Invoicing",,,,"0.0000","29192689","U12223-18885","DC-U1D22-2309613","3000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:34:14"
"676847","2023-02-16","PAINTSHOP",,,,"0.0000","29192689",,"DC-U1D22-2309904","0","0","288",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-17 06:28:09"
"676848","2023-02-16","PAINTSHOP",,,,"0.0000","29192689","N2023000126","DC-U1D22-2309904","288","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-17 06:28:09"
"676998","2023-02-16","FG For Invoicing",,,,"0.0000","29192689","U12223-18717","DC-U1D22-2309904","0","0","2000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-16 15:46:02"
"676999","2023-02-16","FG For Invoicing",,,,"0.0000","29192689","U12223-18717","DC-U1D22-2309904","2000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-16 15:46:02"
"677002","2023-02-16","FG For Invoicing",,,,"0.0000","29192689","U12223-18719","DC-U1D22-2309904","0","0","6000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-16 15:47:23"
"677003","2023-02-16","FG For Invoicing",,,,"0.0000","29192689","U12223-18719","DC-U1D22-2309904","6000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-16 15:47:23"
"677005","2023-02-16","FG For Invoicing",,,,"0.0000","29192689","U12223-18720","DC-U1D22-2309904","0","0","3000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-16 15:47:56"
"677006","2023-02-16","FG For Invoicing",,,,"0.0000","29192689","U12223-18720","DC-U1D22-2309904","3000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-16 15:47:56"
"678174","2023-02-18","PAINTSHOP",,,,"0.0000","29192689",,"DC-U1D22-2309930","0","0","7869",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:22:47"
"678175","2023-02-18","PAINTSHOP",,,,"0.0000","29192689","N2023000141","DC-U1D22-2309930","7869","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 12:22:47"
"678371","2023-02-18","PAINTSHOP",,,,"0.0000","29192689",,"DC-U1D22-2309979","0","0","15274",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 16:12:54"
"678372","2023-02-18","PAINTSHOP",,,,"0.0000","29192689","N2023000173","DC-U1D22-2309979","15274","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-18 16:12:54"
"677000","2023-02-16","FG For Invoicing",,,,"0.0000","29192593","U12223-18718","DC-U1D22-2309729","0","0","1000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-16 15:46:43"
"677001","2023-02-16","FG For Invoicing",,,,"0.0000","29192593","U12223-18718","DC-U1D22-2309729","1000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-16 15:46:43"
"678460","2023-02-18","FG For Invoicing",,,,"0.0000","29192593","U12223-18883","DC-U1D22-2309729","0","0","1000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:33:06"
"678461","2023-02-18","FG For Invoicing",,,,"0.0000","29192593","U12223-18883","DC-U1D22-2309729","1000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 16:33:06"
"677685","2023-02-17","FG For Invoicing",,,,"0.0000","29192591","U12223-18797","DC-U1D22-2308415","0","0","900",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 15:42:45"
"677686","2023-02-17","FG For Invoicing",,,,"0.0000","29192591","U12223-18797","DC-U1D22-2308415","900","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 15:42:45"
"677679","2023-02-17","FG For Invoicing",,,,"0.0000","29192537","U12223-18795","DC-U1D22-2309943","0","0","350",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 15:38:58"
"677680","2023-02-17","FG For Invoicing",,,,"0.0000","29192537","U12223-18795","DC-U1D22-2309943","350","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 15:38:58"
"677903","2023-02-17","FG For Invoicing",,,,"0.0000","29192537","U12223-18817","DC-U1D22-2309943","0","0","280",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 17:03:47"
"677904","2023-02-17","FG For Invoicing",,,,"0.0000","29192537","U12223-18817","DC-U1D22-2309943","280","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-17 17:03:47"
"678225","2023-02-18","PAINTSHOP",,,,"0.0000","29192537",,"DC-U1D22-2309943","0","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-20 01:29:33"
"678226","2023-02-18","PAINTSHOP",,,,"0.0000","29192537","N2023000154","DC-U1D22-2309943","0","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-20 01:27:36"
"678584","2023-02-18","FG For Invoicing",,,,"0.0000","29192537","U12223-18907","DC-U1D22-2309943","0","0","350",,,,,,"Saravanan&bala","192.168.1.236","2023-02-18 17:36:18"
